Artist,Subgenre
Absolutely Free,"['canadian psychedelic rock', 'experimental pop', 'neo-psychedelic', 'toronto indie']"
Abstract,['indie pop rap']
Abstract & Logic,['deep groove house']
Abstract Vision,"['progressive trance', 'progressive uplifting trance', 'russian trance', 'trance', 'uplifting trance']"
Abstract Void,['post-black metal']
Abstrakt Sonance,"['deep dubstep', 'experimental bass']"
AbstructA,['hardstyle']
Absu,"['black metal', 'black thrash', 'occult black metal', 'pagan black metal', 'symphonic black metal', 'technical black metal', 'texas death metal', 'usbm']"
Absurd Minds,"['aggrotech', 'ebm', 'electro-industrial', 'futurepop']"
Abubakarxli,['malay rap']
Abxl,['gospel drill']
Abysmal Dawn,"['brutal death metal', 'cosmic death metal', 'death metal', 'deathgrind', 'technical death metal']"
Abysmal Lord,"['black death', 'louisiana metal', 'war metal']"
Abysmer,['brazilian heavy metal']
Abyss & Judge,['classic hardstyle']
Abyss X,"['deconstructed club', 'experimental club', 'multidisciplinary']"
Academia da Berlinda,"['brazilian indie', 'manguebeat', 'nova musica pernambucana']"
Academy of Ancient Music,"['baroque ensemble', 'british orchestra', 'classical performance', 'historically informed performance']"
Academy of St. Martin in the Fields,"['british orchestra', 'chamber orchestra', 'classical', 'classical performance']"
Acadêmicos Do Salgueiro,['samba-enredo']
AcatoniA,['russian heavy metal']
Accelera Deck,['deep idm']
Accept,"['german heavy metal', 'german metal', 'glam metal', 'hard rock', 'metal', 'power metal', 'speed metal', 'thrash metal']"
Acceptance,"['christian alternative rock', 'neon pop punk', 'pop emo', 'pop punk']"
Access to Arasaka,"['abstract idm', 'cyberpunk']"
Accessory,"['aggrotech', 'ebm', 'electro-industrial']"
Accidental President,['punk ska']
Ace Aura,"['brostep', 'dubstep', 'gaming dubstep']"
Ace Frehley,"['glam metal', 'hard rock']"
Ace Hood,"['dirty south rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Ace NumbaFive,"['brooklyn drill', 'new york drill', 'nyc rap']"
Ace Ventura,"['progressive psytrance', 'psychedelic trance']"
Ace of Hearts,['heavy gothic rock']
AceMo,['experimental techno']
Acerina Y Su Danzonera,"['danzon', 'mexican rock-and-roll']"
AcesToAces,['future funk']
Achayan,['malayalam hip hop']
Acherontas,"['atmospheric black metal', 'black metal', 'cosmic black metal', 'dark black metal', 'greek black metal', 'greek metal', 'occult black metal', 'symphonic black metal', 'voidgaze']"
Achillea,"['healing', 'new age']"
Achint,['indian folk']
Achtabahn,['deep tropical house']
Acid Arab,"['arab electronic', 'arab groove']"
Acid Bath,"['louisiana metal', 'sludge metal']"
Acid Druid,['acid idm']
Acid Elf,['acid idm']
Acid Ghost,['indie garage rock']
Acid Horse,['industrial']
Acid House Kings,"['swedish indie pop', 'tape club', 'twee pop']"
Acid Pauli,"['organic electronic', 'organic house']"
Acid Witch,"['black sludge', 'doom metal', 'sludge metal']"
Acidburp,['acid idm']
Acidulant,['acid idm']
Acoustic Alchemy,"['british jazz', 'smooth jazz']"
Acoustic Guitar Collective,['acoustic guitar cover']
Acoustic Syndicate,"['banjo', 'jam band', 'progressive bluegrass']"
AcousticTrench,['acoustic guitar cover']
Acranius,"['brutal death metal', 'deathcore', 'slam death metal']"
Acres,['melodic hardcore']
Acroma,"['grunge pop', 'slc indie']"
Acronym,"['ambient techno', 'minimal dub', 'new isolationism', 'nordic ambient', 'swedish electronic', 'swedish techno']"
Acryl madness,['dark clubbing']
Acsão,['pagode baiano']
Act of Aces,['hardstyle']
Acti,['classic hardstyle']
Action Bronson,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'nyc rap', 'queens hip hop']"
Action/Adventure,"['5th wave emo', 'chicago pop punk', 'easycore']"
Actium,"['chillstep', 'melodic dubstep']"
Activa,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']"
Activator,['classic hardstyle']
Active Child,"['chillwave', 'metropopolis']"
Acumen Nation,['industrial metal']
Acácio,['forro']
Ad Brown,['progressive trance house']
Ad Infinitum,"['gothic symphonic metal', 'melodic metal', 'slayer', 'symphonic metal']"
Ada Zhuang,"['chinese singer-songwriter', 'mainland chinese pop', 'mandopop']"
Adair,"['dubstep', 'gaming dubstep', 'riddim dubstep']"
Adair Cardoso,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Adalberto Santiago,"['salsa', 'salsa puertorriquena']"
Adalberto e Adriano,"['sertanejo', 'sertanejo tradicional']"
Adalberto Álvarez y su Son,"['salsa cubana', 'son cubano', 'timba']"
Adam Andrews,['new age piano']
Adam Baldwin,['canadian singer-songwriter']
Adam Beyer,"['dark techno', 'minimal techno', 'raw techno', 'schranz', 'swedish electronic', 'swedish techno', 'techno']"
Adam Calhoun,"['country rap', 'military rap', 'redneck']"
Adam Cayton-Holland,"['deep comedy', 'new comedy']"
Adam Cheng,"['classic cantopop', 'vintage cantonese pop']"
Adam Christopher,['acoustic cover']
Adam Chrola,['classic disco polo']
Adam Dodson,['ambient post-rock']
Adam Doleac,"['contemporary country', 'country pop', 'modern country pop']"
Adam Ellis,"['progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']"
Adam F,"['atmospheric dnb', 'drum and bass', 'jungle']"
Adam Faith,"['british invasion', 'rock-and-roll']"
Adam Ferrara,"['comedy', 'deep comedy', 'new comedy']"
Adam Freeland,"['breakbeat', 'nu skool breaks']"
Adam Holzman,['classical guitar']
Adam Jacobs,"['broadway', 'show tunes']"
Adam Jensen,"['modern alternative rock', 'rebel blues']"
Adam Johnson,['deep idm']
Adam K,['canadian electronic']
Adam K & Soha,['canadian electronic']
Adam Lambert,"['dance pop', 'idol', 'pop', 'post-teen pop']"
Adam Melchor,"['indie pop', 'new jersey indie']"
Adam Newman,"['deep comedy', 'new comedy']"
Adam Pascal,"['broadway', 'hollywood', 'show tunes']"
Adam Rafferty,"['fingerstyle', 'jazz guitar']"
Adam Sandler,"['comedy', 'comic']"
Adam Schmitt,"['power pop', 'underground power pop']"
Adam Steffey,"['instrumental bluegrass', 'mandolin']"
Adam Ten,['israeli techno']
Adam X,"['dark techno', 'minimal dub']"
Adamlar,['turkish rock']
Adan Hüjens,['hard minimal techno']
Adana Twins,"['deep disco house', 'german house', 'hamburg electronic']"
Adaro,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']"
Adarsh Rao,"['indian fusion', 'indian indie']"
Adason Lo,['cantopop']
Addict.,['lo-fi chill']
Addis Pablo,"['modern reggae', 'traditional reggae', 'uk dub']"
Addison Groove,"['bristol electronic', 'classic dubstep', 'footwork', 'future garage', 'uk bass']"
Addy,['indian lo-fi']
Adekunle Gold,"['afrobeats', 'afropop', 'alte', 'azontobeats', 'nigerian hip hop', 'nigerian pop']"
Adel Tawil,['german pop']
Adele,"['british soul', 'pop', 'pop soul', 'uk pop']"
Adelitas Way,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge']"
Adem & Murat,['turkish edm']
Adema,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal']"
Aden x Asme,"['gothenburg hip hop', 'swedish gangsta rap', 'swedish hip hop', 'swedish trap', 'swedish trap pop']"
Adept,['swedish metalcore']
Adestria,"['melodic metalcore', 'metalcore', 'post-post-hardcore']"
Adeva,"['diva house', 'garage house', 'speed garage']"
Adhemar De Campos,"['adoracao', 'brazilian gospel']"
Adhesive,"['fast melodic punk', 'melodic hardcore', 'skate punk']"
Adhesivo,"['indie salvadoreno', 'latin ska', 'metal salvadoreno']"
Adi,['indian underground rap']
Adiemus,['new age']
Adieu Aru,['chillsynth']
Adiga Music Band,['arab groove']
Aditya Paudwal,['indian instrumental']
Adiós Cometa,['grungegaze']
Admiral Bailey,['old school dancehall']
Admiral Tibet,"['lovers rock', 'old school dancehall', 'roots reggae']"
Adn Maya Colectivo,['musica indigena latinoamericana']
Adnan Sami,"['classic pakistani pop', 'filmi', 'modern bollywood']"
Ado,"['j-pop', 'japanese teen pop']"
Adolescent's Orquesta,"['salsa', 'salsa venezolana', 'tropical']"
Adolescents,"['hardcore punk', 'punk']"
Adolphe Adam,"['early romantic era', 'french opera', 'french romanticism']"
Adolphus Hailstork,"['african-american classical', 'american contemporary classical']"
Adoniran Barbosa,"['bossa nova', 'mpb', 'samba', 'samba paulista', 'velha guarda']"
Adonis,"['acid house', 'afro-cuban percussion', 'chicago house']"
Adoo,"['gothenburg hip hop', 'swedish hip hop', 'swedish pop rap', 'swedish trap pop']"
Adorons L'eternel,"['african gospel', 'congolese gospel', 'louange']"
Adorons L'eternel & Alain Moloto,"['african gospel', 'congolese gospel', 'louange']"
Adorons L'eternel & Alain Moloto - Athom's Mbuma,"['african gospel', 'congolese gospel', 'louange']"
Adrenalize,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']"
Adrian Barba,['anime latino']
Adrian Belew,"['art rock', 'jazz fusion', 'progressive rock', 'zolo']"
Adrian Edblad,['chill guitar']
Adrian Fu,['cantopop']
Adrian Hour,"['deep minimal techno', 'deep tech house', 'funky tech house']"
Adrian L Santos,['sad sierreno']
Adrian Lux,['progressive electro house']
Adrian Muriel,['chill guitar']
Adrian Planitz,['lo-fi jazzhop']
Adrian Sherwood,"['dub', 'experimental dub', 'uk reggae']"
Adrian Valley,['sad lo-fi']
Adrian Younge,['african-american classical']
Adriana Aguiar,['sertanejo gospel']
Adriana Calcanhotto,"['bossa nova', 'mpb']"
Adriana Moreira,['samba paulista']
Adriana Proenza,['spanish indie pop']
Adriana Szuster,"['cancion infantil latinoamericana', 'musica para ninos']"
Adrianne Lenker,"['art pop', 'chamber pop', 'indie pop', 'small room']"
Adriano Ribeiro,"['pagode', 'pagode novo']"
Adriatique,"['deep disco house', 'melodic techno', 'swiss house']"
Adriel Favela,"['banda', 'corrido', 'corridos alternativos', 'corridos tumbados', 'musica mexicana', 'norteno', 'nueva musica mexicana', 'sad sierreno', 'sierreno']"
Adrien de la Salle,['neo-classical']
Adrienne Fish,['new comedy']
Adryana E A Rapaziada,"['axe', 'pagode']"
Adson & Alana,"['sertanejo pop', 'sertanejo universitario']"
Aduílio Mendes,['forro']
Advait,"['indian indie', 'indian lo-fi']"
Advaita,"['indian folk', 'indian fusion', 'indian indie', 'indian rock']"
Advanced Human,"['dark minimal techno', 'minimal dub']"
Advent Sorrow,"['australian black metal', 'depressive black metal', 'emotional black metal', 'symphonic death metal']"
Adventure Club,"['brostep', 'canadian electronic', 'complextro', 'edm', 'electro house', 'filthstep', 'pop dance']"
Adventure Time,['pov: indie']
Adventures,"['alternative emo', 'dreamo', 'indie punk', 'midwest emo']"
Ae:ther,['deep techno']
AeLL.,"['idol rock', 'j-idol']"
Aeileen,['sertanejo tradicional']
Aeon,"['brutal death metal', 'death metal', 'deathgrind', 'swedish death metal', 'swedish metal', 'technical death metal']"
Aeon Sable,"['corrosion', 'dark post-punk', 'dark wave', 'gothic rock']"
Aephanemer,"['french death metal', 'melodic death metal', 'symphonic melodic death metal', 'viking metal']"
Aer,['indie pop rap']
Aerial Ace,"['anime drill', 'anime rap']"
Aero Chord,"['bass trap', 'gaming edm']"
Aeroc,['ambient idm']
Aeroplane,"['balearic', 'belgian edm', 'electrofox', 'filter house', 'nu disco']"
Aerosmith,"['album rock', 'classic rock', 'hard rock', 'rock']"
Aerreo,['indian edm']
Aesma Daeva,"['fallen angel', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'symphonic metal']"
Aesop Rock,"['abstract hip hop', 'alternative hip hop', 'conscious hip hop']"
Aesthetic Perfection,"['aggrotech', 'ebm', 'futurepop', 'industrial metal', 'industrial pop']"
Aests,['future funk']
Aeternam,['symphonic death metal']
Aether,"['chillstep', 'substep']"
Aether (UK),"['chillstep', 'melodic dubstep']"
Aether Void,['italian heavy metal']
Aetherna,['italian heavy metal']
Aevum,"['fallen angel', 'opera metal']"
Aexcit,['german dance']
Affinity,"['canterbury scene', 'hammond organ', 'italian progressive rock', 'psychedelic blues-rock']"
Afgan,"['indonesian pop', 'malaysian pop']"
Afghan Headspin,['breakbeat']
Afgrund,"['grindcore', 'swedish grindcore']"
Afolake,['christian afrobeat']
African Children's Choir,"[""children's choir"", 'south african choral']"
African China,"['african reggae', 'afrobeats', 'naija old school', 'nigerian pop']"
African Head Charge,"['dub', 'experimental dub', 'nyahbinghi']"
African Music Machine,['rare groove']
Africando,"['mambo', 'salsa']"
Afrique,['rare groove']
Afro B,"['afrobeats', 'afroswing', 'dancehall', 'uk dancehall', 'uk hip hop']"
Afro Cult Foundation,['classic afrobeat']
Afro Medusa,"['classic house', 'disco house', 'latin house', 'vocal house']"
Afro Nursery Rhymes,['kids hip hop']
AfroCubism,"['afropop', 'mande pop', 'musica tradicional cubana', 'world']"
Afrocidade,"['afrobeat brasileiro', 'afrofuturismo brasileiro']"
Afrodizz,['afrobeat']
Afroman,['comedy rap']
Afros e Afoxés,['samba reggae']
Afsky,"['atmospheric black metal', 'danish black metal', 'emotional black metal', 'voidgaze']"
After Forever,"['dutch metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']"
After Party,['classic disco polo']
After School,"['k-pop', 'k-pop girl group']"
After The Burial,"['deathcore', 'djent', 'melodic metalcore', 'metalcore', 'minneapolis metal', 'progressive metalcore']"
Afterglow,['anime rock']
Afterlife,"['metalcore', 'nu-metalcore']"
Afternoon Gentlemen,"['grindcore', 'powerviolence']"
Aftershock,"['euphoric hardstyle', 'rawstyle']"
Afzal Yusuff,['malayalam indie']
Against All Authority,"['crack rock steady', 'punk', 'ska', 'ska punk', 'skate punk']"
Against All Logic,"['electronica', 'experimental hip hop']"
Against Me!,"['folk punk', 'gainesville indie', 'orgcore', 'punk', 'skate punk']"
Against Mel,['malay rap']
Against Myself,"['fallen angel', 'gothic symphonic metal', 'slayer', 'symphonic metal', 'symphonic power metal']"
Against The Current,"['neon pop punk', 'pixie', 'pop punk']"
Agalloch,"['atmospheric black metal', 'atmospheric doom', 'black metal', 'blackgaze', 'cascadian black metal', 'doom metal', 'pagan black metal', 'portland metal', 'post-metal', 'usbm']"
Agam,"['bangalore indie', 'indian fusion', 'indian indie', 'indian rock', 'mollywood']"
Agar Agar,"['electro-pop francais', 'french indie pop', 'french indietronica']"
Agatha Christie,"['classic russian rock', 'russian punk', 'russian rock']"
Agathocles,"['belgian hardcore', 'belgian metal', 'crust punk', 'deathgrind', 'goregrind', 'grindcore']"
Agathodaimon,"['black metal', 'german black metal', 'melodic death metal', 'romanian black metal', 'symphonic black metal', 'viking metal']"
Age Factory,"['j-rock', 'japanese alternative rock']"
Age Of Heaven,"['corrosion', 'gothic rock']"
Age Of Love,['bubble trance']
Age of Daze,"['canadian rock', 'gymcore', 'hard alternative']"
Age of Rage,['russian heavy metal']
Agent DI Realest,['jamaican dancehall']
Agent K,"['breakbeat', 'broken beat']"
Agent Orange,"['hardcore punk', 'punk', 'surf punk']"
Agent Sasco (Assassin),"['dancehall', 'french hip hop', 'riddim']"
Agent Snypa,['christian afrobeat']
Agents Of Time,['italian techno']
Agepê,"['pagode', 'samba']"
Aggromance,"['deconstructed club', 'experimental club']"
Agnee,"['filmi', 'indian indie', 'indian rock', 'modern bollywood']"
Agnelli & Nelson,"['bouncy house', 'bubble trance', 'classic progressive house', 'hard house', 'trance']"
Agnes,"['swedish electropop', 'swedish idol pop', 'swedish pop']"
Agnes Baltsa,"['classical mezzo-soprano', 'opera']"
Agnes Chiang,['classic cantopop']
Agnes Nunes,"['nova mpb', 'r&b brasileiro']"
Agnostic Front,"['chicano punk', 'crossover thrash', 'hardcore', 'hardcore punk', 'nyhc', 'old school thrash', 'punk']"
Agnostic Mountain Gospel Choir,"['garage punk blues', 'gothic americana']"
Ago,['deep dubstep']
Agonizer,['finnish heavy metal']
Agoraphobic Nosebleed,"['american grindcore', 'cybergrind', 'grindcore', 'noisecore']"
Agoria,"['electronica', 'microhouse', 'minimal techno', 'tech house']"
Agricantus,"['indie siciliano', 'italian folk', 'musica etnica', 'world chill']"
Agridoce,"['brazilian rock', 'nova mpb']"
Agsy,"['desi hip hop', 'indian underground rap']"
Agua Bendita,"['ska catala', 'ska espanol', 'spanish punk']"
Aguanile,['modern salsa']
Agustin Arce,['salsa international']
Agustín Amigó,['instrumental acoustic guitar']
Agustín Barrios Mangoré,"['classical guitar', 'guitarra clasica', 'latin classical', 'polca paraguaya']"
Ah! Kosmos,['turkish electronic']
Ah! Mr. Dan,['pagode novo']
Ahab,"['death doom', 'doom metal', 'drone metal', 'funeral doom', 'post-metal']"
Ahadadream,['experimental club']
Ahiyan,['turkish hip hop']
Ahkmed,"['psychedelic space rock', 'space rock']"
Ahmad Anonimis,"['chill abstract hip hop', 'indie hip hop']"
Ahmad Jamal,"['bebop', 'cool jazz', 'jazz', 'jazz piano']"
Ahmad Jamal Trio,"['bebop', 'jazz', 'jazz trio']"
Ahmad Simmons,['show tunes']
Ahmed Fakroun,"['arab groove', 'libyan pop']"
Ahmed Malek,['arab groove']
Ahmed Romel,"['progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']"
Ahmet Aslan,['turkish folk']
Ahmet Hatipoğlu,['turkish singer-songwriter']
Ahmet Kilic,['groove room']
Ahmet Sendil,"['deep minimal techno', 'hard minimal techno', 'turkish edm']"
Ahmoudou Madassane,['tuareg guitar']
Ahn Ye Eun,"['joseon pop', 'korean singer-songwriter']"
Ahnst Anders,['abstract idm']
Ahola,['finnish heavy metal']
Ahoora,['iranian metal']
Ahrix,['gaming edm']
Ahsen Almaz,['turkish trap pop']
Ai Otsuka,"['j-pop', 'japanese singer-songwriter']"
Ai Takekawa,['japanese progressive house']
AiNA THE END,['japanese alternative pop']
Aidan,"['lo-fi chill', 'sad lo-fi']"
Aidan Bissett,['gen z singer-songwriter']
Aidan Hawken,['acoustic pop']
Aidonia,"['dancehall', 'reggae fusion', 'traphall']"
Aigbeh D'gong,['christian afrobeat']
Aiko,"['lo-fi chill', 'sad lo-fi']"
Aildo do pandeiro,['forro instrumental']
Aim,"['electronica', 'trip hop']"
Aim To Head,['dark clubbing']
Aiman Tino,['malaysian pop']
Aime Nkanu,"['african gospel', 'congolese gospel']"
Aimee Mann,"['ectofolk', 'lilith', 'new wave pop', 'permanent wave', 'singer-songwriter']"
Aimer,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']"
Aimi,['anime']
Aimoon,"['progressive trance', 'progressive uplifting trance', 'russian trance', 'uplifting trance']"
Aimyon,"['j-acoustic', 'j-pop']"
Aina Abdul,['malaysian pop']
Aine Minogue,"['harp', 'neo-pagan', 'new age', 'string folk']"
Air,"['ambient pop', 'downtempo', 'electronica', 'indietronica', 'trip hop']"
Air France,"['balearic', 'gothenburg indie']"
Air Max '97,"['deconstructed club', 'experimental club', 'fluxwork', 'grimewave', 'mandible']"
Air Raid,"['nwothm', 'swedish heavy metal']"
Air Supply,['soft rock']
Air Traffic Controller,"['folk-pop', 'hopebeat', 'shiver pop']"
Airbase,"['trance', 'uplifting trance']"
